,age,edu_years,hours_per_week,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,marital_status_Married-civ-spouse,occupation_Adm-clerical,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Other-service,occupation_Prof-specialty,occupation_Sales,occupation_Tech-support,race_Black,race_White,native_country_Europe,native_country_US,age^2,age edu_years,age hours_per_week,age sex_code,edu_years hours_per_week,edu_years sex_code,hours_per_week^2,hours_per_week sex_code,income_code
17016,37,7,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1369.0,259.0,2405.0,0.0,455.0,0.0,4225.0,0.0,0
17017,26,13,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,676.0,338.0,1040.0,0.0,520.0,0.0,1600.0,0.0,0
17018,53,10,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2809.0,530.0,2120.0,0.0,400.0,0.0,1600.0,0.0,0
17019,36,14,40,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1296.0,504.0,1440.0,36.0,560.0,14.0,1600.0,40.0,0
17020,30,13,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,900.0,390.0,1350.0,30.0,585.0,13.0,2025.0,45.0,1
17021,53,10,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2809.0,530.0,2120.0,53.0,400.0,10.0,1600.0,40.0,0
17022,37,9,45,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1369.0,333.0,1665.0,0.0,405.0,0.0,2025.0,0.0,0
17023,41,9,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1681.0,369.0,1640.0,0.0,360.0,0.0,1600.0,0.0,0
17024,53,13,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2809.0,689.0,2915.0,0.0,715.0,0.0,3025.0,0.0,0
17025,23,10,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,529.0,230.0,736.0,0.0,320.0,0.0,1024.0,0.0,0
17026,28,9,50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,784.0,252.0,1400.0,0.0,450.0,0.0,2500.0,0.0,0
17027,53,6,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2809.0,318.0,2120.0,0.0,240.0,0.0,1600.0,0.0,0
17028,32,9,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1024.0,288.0,640.0,0.0,180.0,0.0,400.0,0.0,1
17029,33,13,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1089.0,429.0,1650.0,33.0,650.0,13.0,2500.0,50.0,0
17030,27,9,32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,729.0,243.0,864.0,27.0,288.0,9.0,1024.0,32.0,0
17031,52,11,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2704.0,572.0,2080.0,0.0,440.0,0.0,1600.0,0.0,1
17032,31,10,55,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,961.0,310.0,1705.0,0.0,550.0,0.0,3025.0,0.0,0
17033,27,12,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,729.0,324.0,1080.0,27.0,480.0,12.0,1600.0,40.0,1
17034,44,9,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1936.0,396.0,1320.0,44.0,270.0,9.0,900.0,30.0,0
17035,37,14,40,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1369.0,518.0,1480.0,0.0,560.0,0.0,1600.0,0.0,0
17036,39,9,60,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1521.0,351.0,2340.0,0.0,540.0,0.0,3600.0,0.0,0
17037,18,8,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,324.0,144.0,360.0,18.0,160.0,8.0,400.0,20.0,0
17038,42,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1764.0,378.0,1680.0,0.0,360.0,0.0,1600.0,0.0,1
17039,49,13,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2401.0,637.0,1960.0,0.0,520.0,0.0,1600.0,0.0,1
17040,35,9,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1225.0,315.0,1260.0,35.0,324.0,9.0,1296.0,36.0,0
17041,43,15,60,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1849.0,645.0,2580.0,0.0,900.0,0.0,3600.0,0.0,1
17042,31,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,961.0,310.0,1240.0,0.0,400.0,0.0,1600.0,0.0,1
17043,27,13,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,729.0,351.0,1080.0,0.0,520.0,0.0,1600.0,0.0,0
17044,46,10,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2116.0,460.0,1840.0,46.0,400.0,10.0,1600.0,40.0,0
17045,54,9,44,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2916.0,486.0,2376.0,0.0,396.0,0.0,1936.0,0.0,0
17046,37,10,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1369.0,370.0,1480.0,0.0,400.0,0.0,1600.0,0.0,1
17047,53,10,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2809.0,530.0,2120.0,0.0,400.0,0.0,1600.0,0.0,1
17048,26,10,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,676.0,260.0,520.0,0.0,200.0,0.0,400.0,0.0,0
17049,59,15,55,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3481.0,885.0,3245.0,0.0,825.0,0.0,3025.0,0.0,1
17050,36,10,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1296.0,360.0,1440.0,0.0,400.0,0.0,1600.0,0.0,0
17051,32,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1024.0,288.0,1280.0,0.0,360.0,0.0,1600.0,0.0,1
17052,53,14,40,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2809.0,742.0,2120.0,0.0,560.0,0.0,1600.0,0.0,1
17053,26,9,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,676.0,234.0,1040.0,26.0,360.0,9.0,1600.0,40.0,0
17054,48,9,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2304.0,432.0,1920.0,48.0,360.0,9.0,1600.0,40.0,0
17055,30,10,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,900.0,300.0,1200.0,0.0,400.0,0.0,1600.0,0.0,0
17056,38,8,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1444.0,304.0,1520.0,0.0,320.0,0.0,1600.0,0.0,1
17057,58,9,10,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,3364.0,522.0,580.0,58.0,90.0,9.0,100.0,10.0,1
17058,44,9,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.0,396.0,1408.0,0.0,288.0,0.0,1024.0,0.0,0
17059,30,11,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,900.0,330.0,1200.0,30.0,440.0,11.0,1600.0,40.0,0
17060,68,9,10,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,4624.0,612.0,680.0,0.0,90.0,0.0,100.0,0.0,0
17061,26,13,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,676.0,338.0,1040.0,26.0,520.0,13.0,1600.0,40.0,0
17062,26,13,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,676.0,338.0,1040.0,26.0,520.0,13.0,1600.0,40.0,0
17063,48,13,47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2304.0,624.0,2256.0,0.0,611.0,0.0,2209.0,0.0,0
17064,55,9,37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3025.0,495.0,2035.0,55.0,333.0,9.0,1369.0,37.0,0
17065,41,7,50,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1681.0,287.0,2050.0,0.0,350.0,0.0,2500.0,0.0,1
17066,52,9,36,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2704.0,468.0,1872.0,0.0,324.0,0.0,1296.0,0.0,0
17067,31,9,40,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,961.0,279.0,1240.0,0.0,360.0,0.0,1600.0,0.0,1
17068,54,11,38,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2916.0,594.0,2052.0,0.0,418.0,0.0,1444.0,0.0,1
17069,31,14,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,961.0,434.0,775.0,31.0,350.0,14.0,625.0,25.0,0
17070,31,13,50,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,961.0,403.0,1550.0,0.0,650.0,0.0,2500.0,0.0,1
17071,47,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2209.0,423.0,1880.0,0.0,360.0,0.0,1600.0,0.0,1
17072,40,11,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1600.0,440.0,1600.0,0.0,440.0,0.0,1600.0,0.0,1
17073,46,10,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2116.0,460.0,2208.0,46.0,480.0,10.0,2304.0,48.0,0
17074,45,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2025.0,405.0,1800.0,45.0,360.0,9.0,1600.0,40.0,0
17075,39,6,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1521.0,234.0,975.0,39.0,150.0,6.0,625.0,25.0,0
17076,34,10,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,612.0,34.0,180.0,10.0,324.0,18.0,0
17077,56,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3136.0,560.0,2240.0,56.0,400.0,10.0,1600.0,40.0,0
17078,47,9,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2209.0,423.0,1880.0,47.0,360.0,9.0,1600.0,40.0,0
17079,35,10,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1225.0,350.0,1400.0,35.0,400.0,10.0,1600.0,40.0,1
17080,25,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,625.0,250.0,1000.0,0.0,400.0,0.0,1600.0,0.0,0
17081,43,13,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1849.0,559.0,1720.0,43.0,520.0,13.0,1600.0,40.0,0
17082,59,13,37,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3481.0,767.0,2183.0,0.0,481.0,0.0,1369.0,0.0,1
17083,63,4,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3969.0,252.0,3780.0,0.0,240.0,0.0,3600.0,0.0,1
17084,32,10,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1024.0,320.0,1184.0,32.0,370.0,10.0,1369.0,37.0,0
17085,43,11,50,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1849.0,473.0,2150.0,0.0,550.0,0.0,2500.0,0.0,1
17086,27,9,52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,729.0,243.0,1404.0,27.0,468.0,9.0,2704.0,52.0,0
17087,21,8,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,441.0,168.0,672.0,0.0,256.0,0.0,1024.0,0.0,0
17088,44,10,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1936.0,440.0,2640.0,0.0,600.0,0.0,3600.0,0.0,1
17089,40,9,60,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1600.0,360.0,2400.0,0.0,540.0,0.0,3600.0,0.0,0
17090,65,9,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4225.0,585.0,2600.0,65.0,360.0,9.0,1600.0,40.0,0
17091,50,10,45,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2500.0,500.0,2250.0,0.0,450.0,0.0,2025.0,0.0,1
17092,51,14,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2601.0,714.0,2040.0,0.0,560.0,0.0,1600.0,0.0,1
17093,44,10,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1936.0,440.0,1760.0,44.0,400.0,10.0,1600.0,40.0,0
17094,20,10,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,400.0,200.0,260.0,20.0,130.0,10.0,169.0,13.0,0
17095,29,11,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,841.0,319.0,1160.0,0.0,440.0,0.0,1600.0,0.0,0
17096,50,11,50,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2500.0,550.0,2500.0,0.0,550.0,0.0,2500.0,0.0,1
17097,50,9,40,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2500.0,450.0,2000.0,0.0,360.0,0.0,1600.0,0.0,1
17098,43,6,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1849.0,258.0,1720.0,0.0,240.0,0.0,1600.0,0.0,0
17099,23,13,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,529.0,299.0,920.0,23.0,520.0,13.0,1600.0,40.0,0
17100,41,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1681.0,369.0,1640.0,0.0,360.0,0.0,1600.0,0.0,0
17101,58,13,25,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,3364.0,754.0,1450.0,0.0,325.0,0.0,625.0,0.0,0
17102,50,11,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2500.0,550.0,2000.0,0.0,440.0,0.0,1600.0,0.0,0
17103,37,13,65,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1369.0,481.0,2405.0,0.0,845.0,0.0,4225.0,0.0,1
17104,21,9,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,441.0,189.0,504.0,0.0,216.0,0.0,576.0,0.0,0
17105,33,9,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1089.0,297.0,660.0,33.0,180.0,9.0,400.0,20.0,0
17106,52,10,45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2704.0,520.0,2340.0,52.0,450.0,10.0,2025.0,45.0,0
17107,47,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2209.0,423.0,1880.0,0.0,360.0,0.0,1600.0,0.0,0
17108,45,13,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2025.0,585.0,2025.0,0.0,585.0,0.0,2025.0,0.0,1
17109,34,10,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1156.0,340.0,1360.0,0.0,400.0,0.0,1600.0,0.0,1
17110,39,10,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1521.0,390.0,1560.0,0.0,400.0,0.0,1600.0,0.0,1
17111,31,10,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,961.0,310.0,465.0,31.0,150.0,10.0,225.0,15.0,0
17112,45,10,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2025.0,450.0,2025.0,45.0,450.0,10.0,2025.0,45.0,0
17113,34,9,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1156.0,306.0,1020.0,0.0,270.0,0.0,900.0,0.0,0
17114,27,7,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,729.0,189.0,945.0,0.0,245.0,0.0,1225.0,0.0,0
17115,37,9,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1369.0,333.0,1480.0,37.0,360.0,9.0,1600.0,40.0,0
17116,20,9,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,400.0,180.0,400.0,20.0,180.0,9.0,400.0,20.0,0
17117,32,13,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1024.0,416.0,1536.0,0.0,624.0,0.0,2304.0,0.0,1
17118,39,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1521.0,351.0,1560.0,0.0,360.0,0.0,1600.0,0.0,0
17119,18,10,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,324.0,180.0,540.0,18.0,300.0,10.0,900.0,30.0,0
17120,24,13,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,576.0,312.0,960.0,24.0,520.0,13.0,1600.0,40.0,0
17121,37,9,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1369.0,333.0,1665.0,0.0,405.0,0.0,2025.0,0.0,0
17122,46,13,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2116.0,598.0,1150.0,46.0,325.0,13.0,625.0,25.0,0
17123,44,9,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1936.0,396.0,1760.0,0.0,360.0,0.0,1600.0,0.0,0
17124,53,9,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2809.0,477.0,2544.0,0.0,432.0,0.0,2304.0,0.0,1
17125,25,13,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,625.0,325.0,875.0,0.0,455.0,0.0,1225.0,0.0,0
17126,24,13,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,576.0,312.0,1200.0,0.0,650.0,0.0,2500.0,0.0,0
17127,61,9,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3721.0,549.0,1220.0,0.0,180.0,0.0,400.0,0.0,0
17128,45,14,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2025.0,630.0,1800.0,45.0,560.0,14.0,1600.0,40.0,0
17129,33,10,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1089.0,330.0,1584.0,0.0,480.0,0.0,2304.0,0.0,0
17130,48,13,45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2304.0,624.0,2160.0,0.0,585.0,0.0,2025.0,0.0,1
17131,26,9,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,676.0,234.0,780.0,0.0,270.0,0.0,900.0,0.0,0
17132,68,13,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4624.0,884.0,2720.0,0.0,520.0,0.0,1600.0,0.0,1
17133,24,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,576.0,216.0,960.0,24.0,360.0,9.0,1600.0,40.0,0
17134,31,13,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,961.0,403.0,1550.0,31.0,650.0,13.0,2500.0,50.0,0
17135,55,10,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3025.0,550.0,2090.0,55.0,380.0,10.0,1444.0,38.0,0
17136,46,12,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2116.0,552.0,1748.0,46.0,456.0,12.0,1444.0,38.0,0
17137,58,13,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3364.0,754.0,2204.0,0.0,494.0,0.0,1444.0,0.0,0
17138,56,9,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3136.0,504.0,2240.0,56.0,360.0,9.0,1600.0,40.0,0
17139,45,13,55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2025.0,585.0,2475.0,0.0,715.0,0.0,3025.0,0.0,1
17140,24,13,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,576.0,312.0,960.0,0.0,520.0,0.0,1600.0,0.0,1
17141,35,9,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1225.0,315.0,1960.0,0.0,504.0,0.0,3136.0,0.0,0
17142,51,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2601.0,459.0,2040.0,0.0,360.0,0.0,1600.0,0.0,1
17143,47,15,55,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2209.0,705.0,2585.0,0.0,825.0,0.0,3025.0,0.0,1
17144,17,7,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,289.0,119.0,170.0,17.0,70.0,7.0,100.0,10.0,0
17145,21,6,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,441.0,126.0,840.0,21.0,240.0,6.0,1600.0,40.0,0
17146,45,13,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2025.0,585.0,1800.0,45.0,520.0,13.0,1600.0,40.0,1
17147,42,9,50,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1764.0,378.0,2100.0,0.0,450.0,0.0,2500.0,0.0,1
17148,56,8,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3136.0,448.0,2240.0,56.0,320.0,8.0,1600.0,40.0,0
17149,39,9,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1521.0,351.0,1560.0,0.0,360.0,0.0,1600.0,0.0,0
17150,31,4,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961.0,124.0,1240.0,31.0,160.0,4.0,1600.0,40.0,0
17151,20,10,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,400.0,200.0,800.0,0.0,400.0,0.0,1600.0,0.0,0
17152,65,3,21,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,4225.0,195.0,1365.0,0.0,63.0,0.0,441.0,0.0,0
17153,44,10,45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1936.0,440.0,1980.0,0.0,450.0,0.0,2025.0,0.0,0
17154,33,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1089.0,297.0,1320.0,0.0,360.0,0.0,1600.0,0.0,0
17155,25,13,45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,625.0,325.0,1125.0,0.0,585.0,0.0,2025.0,0.0,1
17156,38,9,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1444.0,342.0,1900.0,0.0,450.0,0.0,2500.0,0.0,0
17157,31,6,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,961.0,186.0,1240.0,0.0,240.0,0.0,1600.0,0.0,0
17158,33,13,20,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1089.0,429.0,660.0,0.0,260.0,0.0,400.0,0.0,0
17159,49,9,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2401.0,441.0,1960.0,49.0,360.0,9.0,1600.0,40.0,0
17160,28,9,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,784.0,252.0,1120.0,28.0,360.0,9.0,1600.0,40.0,0
17161,29,9,40,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,841.0,261.0,1160.0,0.0,360.0,0.0,1600.0,0.0,0
17162,23,11,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,529.0,253.0,460.0,0.0,220.0,0.0,400.0,0.0,0
17163,52,10,37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2704.0,520.0,1924.0,0.0,370.0,0.0,1369.0,0.0,1
17164,27,9,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,729.0,243.0,1080.0,0.0,360.0,0.0,1600.0,0.0,0
17165,47,10,55,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2209.0,470.0,2585.0,0.0,550.0,0.0,3025.0,0.0,1
17166,21,9,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,441.0,189.0,840.0,21.0,360.0,9.0,1600.0,40.0,0
17167,41,13,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1681.0,533.0,1640.0,41.0,520.0,13.0,1600.0,40.0,1
17168,61,10,40,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3721.0,610.0,2440.0,0.0,400.0,0.0,1600.0,0.0,1
17169,32,13,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1024.0,416.0,1280.0,0.0,520.0,0.0,1600.0,0.0,1
17170,21,10,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,441.0,210.0,840.0,0.0,400.0,0.0,1600.0,0.0,0
17171,63,8,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3969.0,504.0,2520.0,0.0,320.0,0.0,1600.0,0.0,1
17172,34,10,42,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1156.0,340.0,1428.0,0.0,420.0,0.0,1764.0,0.0,0
17173,21,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,441.0,252.0,210.0,0.0,120.0,0.0,100.0,0.0,0
17174,44,9,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1936.0,396.0,1452.0,44.0,297.0,9.0,1089.0,33.0,0
17175,36,14,50,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1296.0,504.0,1800.0,0.0,700.0,0.0,2500.0,0.0,1
17176,52,9,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2704.0,468.0,416.0,0.0,72.0,0.0,64.0,0.0,0
17177,44,13,40,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1936.0,572.0,1760.0,0.0,520.0,0.0,1600.0,0.0,0
17178,42,9,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1764.0,378.0,1680.0,42.0,360.0,9.0,1600.0,40.0,0
17179,31,13,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,961.0,403.0,1240.0,0.0,520.0,0.0,1600.0,0.0,0
17180,30,10,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,900.0,300.0,1200.0,0.0,400.0,0.0,1600.0,0.0,0
17181,23,10,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,529.0,230.0,575.0,23.0,250.0,10.0,625.0,25.0,0
17182,38,6,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1444.0,228.0,1520.0,38.0,240.0,6.0,1600.0,40.0,0
17183,21,10,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,441.0,210.0,798.0,21.0,380.0,10.0,1444.0,38.0,0
